GAME_NUMBER,SEASON,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,gameId,teamId,teamCity,teamName,teamTricode,teamSlug,personId,firstName,familyName,nameI,playerSlug,position,comment,jerseyNum,minutes,estimatedOffensiveRating,offensiveRating,estimatedDefensiveRating,defensiveRating,estimatedNetRating,netRating,assistPercentage,assistToTurnover,assistRatio,offensiveReboundPercentage,defensiveReboundPercentage,reboundPercentage,turnoverRatio,effectiveFieldGoalPercentage,trueShootingPercentage,usagePercentage,estimatedUsagePercentage,estimatedPace,pace,pacePer40,possessions,PIE,SEASON_ID,Player_ID,Game_ID
42,2021-22,"JAN 11, 2022",WAS vs. OKC,W,18,3,4,0.75,1,2,0.5,0,0,0.0,0,2,2,0,1,0,1,2,7,-2,1,0022100612,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,18:10,112.3,107.7,111.0,107.3,1.3,0.4,0.0,0.0,0.0,0.0,0.095,0.048,20.0,0.875,0.875,0.116,0.124,101.81,105.73,88.11,39.0,0.075,22021,1630166.0,0022100612
43,2021-22,"JAN 09, 2022",WAS @ ORL,W,12,1,3,0.333,0,0,0.0,0,0,0.0,0,3,3,0,0,1,0,2,2,-16,1,0022100598,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,12:01,70.3,72.7,125.8,139.1,-55.5,-66.4,0.0,0.0,0.0,0.0,0.273,0.103,0.0,0.333,0.333,0.103,0.108,96.27,89.88,74.9,22.0,0.039,22021,1630166.0,0022100598
44,2021-22,"JAN 07, 2022",WAS @ CHI,L,19,3,7,0.429,1,4,0.25,1,1,1.0,0,1,1,1,1,0,2,3,8,-7,1,0022100585,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,19:02,117.0,120.5,138.2,135.0,-21.1,-14.5,0.083,0.5,10.0,0.0,0.063,0.033,20.0,0.5,0.538,0.209,0.209,99.92,99.61,83.01,39.0,0.02,22021,1630166.0,0022100585
45,2021-22,"JAN 05, 2022",WAS vs. HOU,L,33,2,12,0.167,1,7,0.143,3,4,0.75,2,6,8,1,0,0,1,2,8,-11,1,0022100569,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,F,,,33:12,93.9,92.0,102.7,105.3,-8.8,-13.3,0.043,1.0,6.3,0.048,0.188,0.108,6.3,0.208,0.291,0.174,0.184,109.43,109.15,90.95,75.0,0.018,22021,1630166.0,0022100569
46,2021-22,"JAN 03, 2022",WAS vs. CHA,W,40,1,7,0.143,1,3,0.333,4,4,1.0,0,4,4,8,4,0,3,3,7,1,1,0022100553,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,F,,,39:35,117.1,116.5,114.2,115.3,2.9,1.2,0.258,2.67,40.0,0.0,0.087,0.048,15.0,0.214,0.4,0.129,0.133,103.32,103.08,85.9,85.0,0.058,22021,1630166.0,0022100553
47,2021-22,"JAN 01, 2022",WAS vs. CHI,L,34,4,9,0.444,0,4,0.0,2,2,1.0,0,6,6,1,1,0,0,6,10,1,1,0022100541,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,34:03,110.6,109.5,106.5,108.1,4.1,1.4,0.038,0.0,9.1,0.0,0.176,0.092,0.0,0.444,0.506,0.128,0.133,104.58,104.33,86.94,74.0,0.051,22021,1630166.0,0022100541
48,2021-22,"DEC 30, 2021",WAS vs. CLE,W,24,5,12,0.417,1,5,0.2,2,2,1.0,1,5,6,1,0,0,1,3,13,8,1,0022100527,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,24:10,117.1,112.2,97.8,95.9,19.3,16.3,0.059,1.0,6.7,0.037,0.185,0.111,6.7,0.458,0.505,0.25,0.264,94.34,97.32,81.1,49.0,0.102,22021,1630166.0,0022100527
49,2021-22,"DEC 28, 2021",WAS @ MIA,L,31,2,4,0.5,2,3,0.667,1,2,0.5,0,5,5,3,1,2,4,2,7,-7,1,0022100509,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,F,,,31:13,120.0,122.2,136.1,133.3,-16.1,-11.1,0.115,0.75,25.0,0.0,0.147,0.081,33.3,0.75,0.717,0.125,0.125,96.78,96.87,80.73,63.0,0.051,22021,1630166.0,0022100509
50,2021-22,"DEC 26, 2021",WAS vs. PHI,L,29,4,10,0.4,1,4,0.25,0,2,0.0,2,7,9,4,2,0,1,2,9,-2,1,0022100495,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,29:11,112.1,112.1,111.8,113.6,0.3,-1.5,0.222,4.0,25.0,0.059,0.233,0.141,6.3,0.45,0.414,0.176,0.182,96.98,96.22,80.18,58.0,0.113,22021,1630166.0,0022100495
51,2021-22,"DEC 23, 2021",WAS @ NYK,W,29,5,8,0.625,1,4,0.25,3,4,0.75,0,5,5,2,0,3,2,4,14,1,1,0022100480,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,28:47,126.7,126.7,127.5,125.0,-0.8,1.7,0.105,1.0,14.3,0.0,0.179,0.094,14.3,0.688,0.717,0.19,0.194,99.09,100.06,83.38,60.0,0.096,22021,1630166.0,0022100480
52,2021-22,"DEC 18, 2021",WAS @ UTA,W,30,4,5,0.8,2,2,1.0,1,2,0.5,0,7,7,2,2,1,2,4,11,23,1,0022100447,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,30:22,121.1,123.1,85.2,87.7,36.0,35.4,0.077,1.0,20.0,0.0,0.179,0.104,20.0,1.0,0.935,0.114,0.114,105.08,102.74,85.62,65.0,0.134,22021,1630166.0,0022100447
53,2021-22,"DEC 16, 2021",WAS @ PHX,L,26,5,6,0.833,1,2,0.5,3,3,1.0,0,4,4,4,2,0,3,0,14,7,1,0022100432,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,26:20,119.2,115.3,108.2,107.0,11.1,8.2,0.19,1.33,28.6,0.0,0.167,0.095,21.4,0.917,0.956,0.167,0.172,103.39,105.72,88.1,59.0,0.171,22021,1630166.0,0022100432
54,2021-22,"DEC 15, 2021",WAS @ SAC,L,22,5,10,0.5,2,4,0.5,3,3,1.0,1,4,5,1,1,0,1,3,15,-9,1,0022100427,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,22:29,98.5,100.0,120.7,124.4,-22.2,-24.4,0.083,1.0,7.7,0.043,0.2,0.116,7.7,0.6,0.663,0.231,0.237,100.47,98.21,81.84,47.0,0.137,22021,1630166.0,0022100427
55,2021-22,"DEC 13, 2021",WAS @ DEN,L,17,2,7,0.286,0,4,0.0,0,0,0.0,0,3,3,1,3,1,2,2,4,-28,1,0022100411,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,F,,,16:35,62.3,59.5,129.9,135.1,-67.6,-75.7,0.125,0.5,10.0,0.0,0.214,0.083,20.0,0.286,0.286,0.231,0.248,106.81,107.1,89.25,37.0,0.038,22021,1630166.0,0022100411
56,2021-22,"DEC 11, 2021",WAS vs. UTA,L,23,2,6,0.333,0,2,0.0,0,0,0.0,1,5,6,1,0,2,0,1,4,-11,1,0022100392,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,F,,,22:45,94.6,95.8,121.1,123.9,-26.5,-28.1,0.056,0.0,14.3,0.043,0.25,0.14,0.0,0.333,0.333,0.111,0.116,100.98,99.16,82.64,48.0,0.073,22021,1630166.0,0022100392
57,2021-22,"DEC 08, 2021",WAS @ DET,W,21,4,9,0.444,2,4,0.5,0,0,0.0,1,5,6,0,0,1,1,3,10,14,1,0022100368,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,20:42,123.5,131.7,96.9,95.2,26.6,36.5,0.0,0.0,0.0,0.053,0.227,0.146,10.0,0.556,0.556,0.204,0.201,98.55,96.23,80.19,41.0,0.09,22021,1630166.0,0022100368
58,2021-22,"DEC 06, 2021",WAS @ IND,L,16,1,4,0.25,0,0,0.0,0,0,0.0,2,1,3,3,1,0,0,3,2,1,1,0022100355,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,16:18,114.2,111.8,119.5,108.8,-5.3,2.9,0.25,0.0,42.9,0.125,0.125,0.125,0.0,0.25,0.25,0.105,0.107,94.59,100.12,83.44,34.0,0.028,22021,1630166.0,0022100355
59,2021-22,"DEC 05, 2021",WAS @ TOR,L,16,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,1,0,0,0,2,0,-17,1,0022100351,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,16:19,73.6,67.7,120.6,122.6,-46.9,-54.8,0.125,0.0,50.0,0.0,0.071,0.033,0.0,0.0,0.0,0.029,0.033,88.28,91.16,75.96,31.0,-0.023,22021,1630166.0,0022100351
60,2021-22,"DEC 03, 2021",WAS vs. CLE,L,23,6,10,0.6,3,6,0.5,1,1,1.0,0,3,3,0,0,1,0,2,16,13,1,0022100334,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,22:48,136.4,131.8,98.4,104.7,38.0,27.2,0.0,0.0,0.0,0.0,0.086,0.06,0.0,0.75,0.766,0.222,0.23,92.88,91.58,76.32,44.0,0.157,22021,1630166.0,0022100334
61,2021-22,"DEC 01, 2021",WAS vs. MIN,W,20,4,8,0.5,1,4,0.25,0,0,0.0,1,6,7,1,1,1,0,3,9,9,1,0022100321,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,19:51,125.1,125.0,109.9,104.5,15.2,20.5,0.056,0.0,11.1,0.059,0.231,0.163,0.0,0.563,0.563,0.16,0.167,103.7,106.36,88.64,44.0,0.12,22021,1630166.0,0022100321
62,2021-22,"NOV 29, 2021",WAS @ SAS,L,21,1,6,0.167,0,3,0.0,0,0,0.0,2,2,4,0,0,0,0,3,2,-9,1,0022100311,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,20:50,81.7,81.0,105.8,107.5,-24.2,-26.5,0.0,0.0,0.0,0.059,0.111,0.077,0.0,0.167,0.167,0.118,0.121,94.79,94.46,78.72,42.0,-0.043,22021,1630166.0,0022100311
63,2021-22,"NOV 27, 2021",WAS @ DAL,W,19,3,7,0.429,1,4,0.25,0,0,0.0,0,1,1,1,0,0,1,3,7,-3,1,0022100298,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,19:14,134.2,139.5,141.3,136.6,-7.0,2.9,0.067,1.0,11.1,0.0,0.059,0.031,11.1,0.5,0.5,0.186,0.184,98.72,98.57,82.14,38.0,0.009,22021,1630166.0,0022100298
64,2021-22,"NOV 26, 2021",WAS @ OKC,W,22,4,7,0.571,1,3,0.333,0,0,0.0,0,4,4,0,0,1,1,2,9,-3,1,0022100286,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,21:32,92.9,92.9,104.2,100.0,-11.2,-7.1,0.0,0.0,0.0,0.0,0.16,0.089,12.5,0.643,0.643,0.174,0.178,91.68,93.6,78.0,42.0,0.115,22021,1630166.0,0022100286
65,2021-22,"NOV 24, 2021",WAS @ NOP,L,25,1,5,0.2,1,2,0.5,0,0,0.0,0,3,3,2,2,0,0,3,3,-8,1,0022100275,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,24:59,98.7,94.5,104.2,109.1,-5.5,-14.5,0.125,0.0,28.6,0.0,0.097,0.049,0.0,0.3,0.3,0.081,0.084,105.94,105.67,88.06,55.0,0.034,22021,1630166.0,0022100275
66,2021-22,"NOV 22, 2021",WAS vs. CHA,L,19,2,5,0.4,1,3,0.333,1,2,0.5,0,4,4,1,0,2,1,2,6,7,1,0022100254,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,18:58,100.7,100.0,80.6,85.4,20.0,14.6,0.077,1.0,12.5,0.0,0.148,0.082,12.5,0.5,0.51,0.135,0.141,107.71,105.03,87.52,42.0,0.1,22021,1630166.0,0022100254
67,2021-22,"NOV 20, 2021",WAS vs. MIA,W,27,3,7,0.429,0,1,0.0,2,2,1.0,1,4,5,4,1,0,0,3,8,4,1,0022100241,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,26:54,107.2,111.8,101.4,100.0,5.8,11.8,0.235,0.0,33.3,0.038,0.167,0.1,0.0,0.429,0.508,0.133,0.135,94.07,92.79,77.32,51.0,0.127,22021,1630166.0,0022100241
68,2021-22,"NOV 18, 2021",WAS @ MIA,L,20,2,6,0.333,2,3,0.667,0,0,0.0,0,1,1,1,0,1,1,0,6,-9,1,0022100225,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,19:35,106.4,102.6,131.9,126.3,-25.4,-23.7,0.083,1.0,12.5,0.0,0.067,0.028,12.5,0.5,0.5,0.163,0.177,89.51,93.14,77.62,38.0,0.042,22021,1630166.0,0022100225
69,2021-22,"NOV 17, 2021",WAS @ CHA,L,25,2,9,0.222,1,7,0.143,4,4,1.0,2,9,11,0,0,1,0,1,9,-10,1,0022100213,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,24:59,91.1,93.9,118.3,114.3,-27.3,-20.4,0.0,0.0,0.0,0.057,0.36,0.183,0.0,0.278,0.418,0.186,0.185,93.99,94.14,78.45,49.0,0.102,22021,1630166.0,0022100213
70,2021-22,"NOV 15, 2021",WAS vs. NOP,W,28,5,6,0.833,0,1,0.0,1,1,1.0,0,10,10,1,2,1,0,5,11,18,1,0022100201,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,27:35,114.3,114.8,83.8,83.0,30.5,31.8,0.059,0.0,14.3,0.0,0.333,0.179,0.0,0.833,0.854,0.102,0.103,92.86,93.1,77.58,54.0,0.228,22021,1630166.0,0022100201
71,2021-22,"NOV 13, 2021",WAS @ ORL,W,18,3,4,0.75,2,3,0.667,0,0,0.0,1,5,6,1,1,1,1,0,8,22,1,0022100187,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,18:15,126.4,132.4,73.0,73.0,53.4,59.5,0.056,1.0,16.7,0.071,0.2,0.154,16.7,1.0,1.0,0.119,0.12,99.63,97.32,81.1,37.0,0.193,22021,1630166.0,0022100187
72,2021-22,"NOV 10, 2021",WAS @ CLE,W,16,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,1,0,0,1,0,-2,1,0022100158,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,15:33,111.3,113.8,120.4,112.9,-9.0,0.9,0.0,0.0,0.0,0.0,0.167,0.071,0.0,0.0,0.0,0.0,0.0,90.63,92.6,77.17,29.0,0.03,22021,1630166.0,0022100158
73,2021-22,"NOV 07, 2021",WAS vs. MIL,W,27,1,3,0.333,1,2,0.5,0,0,0.0,1,8,9,4,1,1,0,2,3,10,1,0022100142,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,27:23,101.0,101.7,84.7,84.5,16.3,17.2,0.182,0.0,57.1,0.048,0.229,0.161,0.0,0.5,0.5,0.049,0.05,101.88,101.67,84.72,58.0,0.147,22021,1630166.0,0022100142
74,2021-22,"NOV 05, 2021",WAS vs. MEM,W,28,2,6,0.333,0,2,0.0,1,4,0.25,1,6,7,3,0,1,2,2,5,10,1,0022100126,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,28:20,100.8,100.0,80.7,80.6,20.1,19.4,0.12,1.5,23.1,0.059,0.158,0.127,15.4,0.333,0.322,0.161,0.165,102.9,103.34,86.12,60.0,0.038,22021,1630166.0,0022100126
75,2021-22,"NOV 03, 2021",WAS vs. TOR,L,26,4,7,0.571,1,3,0.333,2,6,0.333,3,3,6,1,1,0,2,3,11,5,1,0022100112,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,25:34,116.7,111.5,95.5,100.0,21.3,11.5,0.071,0.5,7.7,0.115,0.097,0.105,15.4,0.643,0.571,0.214,0.224,98.78,98.59,82.16,52.0,0.058,22021,1630166.0,0022100112
76,2021-22,"NOV 01, 2021",WAS @ ATL,L,18,4,5,0.8,1,2,0.5,0,0,0.0,0,2,2,0,1,1,0,2,9,8,1,0022100097,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,17:52,137.0,140.5,123.9,118.9,13.1,21.6,0.0,0.0,0.0,0.0,0.111,0.069,0.0,0.9,0.9,0.122,0.125,98.7,99.4,82.84,37.0,0.102,22021,1630166.0,0022100097
77,2021-22,"OCT 30, 2021",WAS vs. BOS,W,24,1,4,0.25,0,1,0.0,1,2,0.5,2,5,7,0,0,2,0,2,3,-6,1,0022100078,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,24:10,90.5,88.0,85.7,89.1,4.8,-1.1,0.0,0.0,0.0,0.071,0.152,0.115,0.0,0.25,0.307,0.093,0.095,105.05,104.3,86.91,50.0,0.061,22021,1630166.0,0022100078
78,2021-22,"OCT 28, 2021",WAS vs. ATL,W,22,1,8,0.125,1,4,0.25,2,2,1.0,2,3,5,1,0,0,2,2,5,2,1,0022100066,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,22:28,108.9,107.8,111.3,108.2,-2.4,-0.3,0.053,0.5,8.3,0.069,0.158,0.104,16.7,0.188,0.282,0.177,0.188,104.86,106.82,89.02,51.0,-0.01,22021,1630166.0,0022100066
79,2021-22,"OCT 27, 2021",WAS @ BOS,W,17,2,2,1.0,1,1,1.0,3,4,0.75,0,2,2,2,0,1,0,2,8,7,1,0022100056,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,16:54,111.0,110.5,94.2,89.7,16.8,20.8,0.143,0.0,33.3,0.0,0.111,0.067,0.0,1.25,1.064,0.098,0.1,106.51,109.35,91.12,38.0,0.148,22021,1630166.0,0022100056
80,2021-22,"OCT 25, 2021",WAS @ BKN,L,19,0,6,0.0,0,4,0.0,2,2,1.0,1,7,8,2,0,1,0,2,2,-6,1,0022100044,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,19:10,85.9,84.6,103.6,102.6,-17.7,-18.0,0.167,0.0,22.2,0.037,0.333,0.167,0.0,0.0,0.145,0.149,0.154,95.22,96.42,80.35,39.0,0.065,22021,1630166.0,0022100044
81,2021-22,"OCT 22, 2021",WAS vs. IND,W,17,1,3,0.333,0,1,0.0,0,0,0.0,0,2,2,1,0,0,1,2,2,1,1,0022100019,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,16:43,128.3,131.4,133.0,125.0,-4.6,6.4,0.067,1.0,20.0,0.0,0.133,0.067,20.0,0.333,0.333,0.103,0.103,100.04,101.93,84.95,35.0,0.0,22021,1630166.0,0022100019
82,2021-22,"OCT 20, 2021",WAS @ TOR,W,21,3,3,1.0,1,1,1.0,1,2,0.5,2,5,7,1,2,2,1,1,8,13,1,0022100006,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,20:52,100.6,100.0,72.2,73.5,28.3,26.5,0.067,1.0,16.7,0.133,0.152,0.146,16.7,1.167,1.031,0.096,0.097,113.36,112.72,93.93,49.0,0.224,22021,1630166.0,0022100006
1,2022-23,"APR 09, 2023",0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2,2022-23,"APR 07, 2023",0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
3,2022-23,"APR 05, 2023",0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
4,2022-23,"APR 04, 2023",0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
5,2022-23,"APR 02, 2023",WAS @ NYK,L,34,3,8,0.375,1,3,0.333,2,2,1.0,0,3,3,5,3,1,8,4,9,-3,1,0022201168,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,F,,,34:25,100.2,101.4,108.4,108.6,-8.2,-7.2,0.217,0.63,22.7,0.0,0.097,0.051,36.4,0.438,0.507,0.215,0.221,99.66,99.02,82.52,72.0,0.024,22022,1630166.0,0022201168
6,2022-23,"MAR 31, 2023",WAS vs. ORL,L,32,2,14,0.143,0,6,0.0,2,3,0.667,0,6,6,4,0,0,1,4,6,0,1,0022201151,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,F,,,31:48,110.5,123.1,118.8,121.2,-8.3,1.9,0.143,4.0,20.0,0.0,0.182,0.078,5.0,0.143,0.196,0.198,0.192,105.48,98.87,82.39,65.0,-0.014,22022,1630166.0,0022201151
7,2022-23,"MAR 28, 2023",WAS vs. BOS,W,37,10,16,0.625,2,5,0.4,3,5,0.6,0,10,10,5,1,0,4,1,25,12,1,0022201130,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,F,,,36:31,125.3,128.2,109.7,111.4,15.5,16.8,0.161,1.25,18.5,0.0,0.27,0.145,14.8,0.688,0.687,0.265,0.266,105.16,103.17,85.97,78.0,0.139,22022,1630166.0,0022201130
8,2022-23,"MAR 26, 2023",WAS @ TOR,L,34,6,13,0.462,1,4,0.25,2,4,0.5,3,6,9,7,1,0,3,2,15,3,1,0022201119,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,F,,,34:25,110.1,112.5,110.8,109.9,-0.7,2.6,0.292,2.33,28.0,0.088,0.154,0.123,12.0,0.5,0.508,0.22,0.221,100.4,99.7,83.08,72.0,0.112,22022,1630166.0,0022201119
9,2022-23,"MAR 24, 2023",WAS vs. SAS,W,34,9,14,0.643,3,6,0.5,0,1,0.0,0,11,11,6,1,0,2,4,21,0,1,0022201098,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,F,,,33:32,128.9,129.0,127.7,127.1,1.3,1.8,0.24,3.0,27.3,0.0,0.314,0.18,9.1,0.75,0.727,0.222,0.222,99.31,99.48,82.9,69.0,0.149,22022,1630166.0,0022201098
10,2022-23,"MAR 22, 2023",WAS vs. DEN,L,32,7,9,0.778,1,2,0.5,1,2,0.5,0,8,8,6,0,0,4,1,16,-23,1,0022201083,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,F,,,31:41,115.2,116.7,150.7,152.5,-35.5,-35.8,0.24,1.5,30.0,0.0,0.308,0.157,20.0,0.833,0.81,0.215,0.22,92.78,91.66,76.38,60.0,0.13,22022,1630166.0,0022201083
11,2022-23,"MAR 21, 2023",WAS @ ORL,L,34,5,6,0.833,3,4,0.75,2,3,0.667,0,10,10,3,2,0,4,2,15,-14,1,0022201077,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,33:57,103.3,104.1,124.6,123.3,-21.3,-19.2,0.125,0.75,21.4,0.0,0.417,0.172,28.6,1.083,1.025,0.143,0.146,103.1,103.21,86.01,73.0,0.148,22022,1630166.0,0022201077
12,2022-23,"MAR 18, 2023",WAS vs. SAC,L,28,1,9,0.111,1,2,0.5,0,0,0.0,3,8,11,6,1,0,1,1,3,-2,1,0022201059,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,28:13,122.1,123.3,129.3,122.6,-7.1,0.8,0.25,6.0,37.5,0.091,0.32,0.19,6.3,0.167,0.167,0.143,0.144,101.56,103.77,86.47,60.0,0.066,22022,1630166.0,0022201059
13,2022-23,"MAR 17, 2023",WAS @ CLE,L,18,0,3,0.0,0,3,0.0,2,4,0.5,0,1,1,3,0,0,0,2,2,2,1,0022201049,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,18:26,121.9,116.2,108.6,107.9,13.3,8.3,0.2,0.0,37.5,0.0,0.063,0.03,0.0,0.0,0.21,0.125,0.131,95.1,97.65,81.37,37.0,-0.012,22022,1630166.0,0022201049
14,2022-23,"MAR 14, 2023",WAS vs. DET,W,28,6,8,0.75,1,3,0.333,0,0,0.0,0,6,6,2,0,0,1,1,13,3,1,0022201028,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,28:15,98.3,105.3,98.9,98.3,-0.6,7.0,0.143,2.0,18.2,0.0,0.154,0.092,9.1,0.813,0.813,0.134,0.136,100.83,97.7,81.42,57.0,0.176,22022,1630166.0,0022201028
15,2022-23,"MAR 12, 2023",WAS @ PHI,L,24,1,8,0.125,0,2,0.0,2,2,1.0,0,2,2,3,0,0,0,2,4,3,1,0022201016,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,23:38,110.8,115.9,109.8,104.3,1.0,11.6,0.188,0.0,25.0,0.0,0.095,0.044,0.0,0.125,0.225,0.184,0.18,91.16,91.4,76.17,44.0,0.0,22022,1630166.0,0022201016
16,2022-23,"MAR 10, 2023",WAS vs. ATL,L,18,2,5,0.4,1,2,0.5,0,0,0.0,0,6,6,3,0,0,0,2,5,-19,1,0022200999,1610612764,Washington,Wizards,WAS,wizards,1630166,Deni,Avdija,D. Avdija,deni-avdija,,,,17:52,71.6,68.4,109.0,112.5,-37.4,-44.1,0.3,0.0,37.5,0.0,0.261,0.14,0.0,0.5,0.5,0.122,0.127,104.25,104.79,87.32,38.0,0.157,22022,1630166.0,0022200999
